0,0.00104935,0,8,0.1403213,0.69030136,-0.31170154,0,0.13308688,0.05881071,-0.324375,0,0.13484347,0.22362481,-0.32077754,0,0.15828855,0.50185519,-0.31693679,0,0.14044803,0.85322547,-0.30838004,0,0.204349,0.22072919,-0.24280785,0,0.21031278,0.68716288,-0.23887666,0,0.25311974,0.50288653,-0.31138945,0,,,,
1,0.01098827,0,8,0.14032041,0.69029576,-0.31174609,0,0.13309443,0.05885534,-0.32431233,0,0.13484798,0.22362931,-0.32078132,0,0.15832387,0.50183481,-0.31692716,0,0.14044702,0.85322267,-0.30845129,0,0.20430158,0.22071992,-0.24275522,0,0.21030958,0.68718219,-0.23890924,0,0.25314033,0.50287187,-0.31140137,0,,,,
2,0.02096406,0,8,0.14027126,0.69032639,-0.31177905,0,0.13307001,0.0588428,-0.32436225,0,0.13484858,0.22362471,-0.32082036,0,0.15830339,0.50185376,-0.31694657,0,0.14043449,0.85323173,-0.30854669,0,0.20427781,0.22074641,-0.24276744,0,0.21029259,0.68720573,-0.23896335,0,0.25316066,0.50290692,-0.31141287,0,,,,
3,0.03096673,0,8,0.14031577,0.69031507,-0.31182715,0,0.13305108,0.05884907,-0.32438305,0,0.13484298,0.22365896,-0.32076845,0,0.15831064,0.50186521,-0.31694195,0,0.14044096,0.85323119,-0.30866024,0,0.20431139,0.22074206,-0.24278004,0,0.21030147,0.68723798,-0.2389992,0,0.25314808,0.50293672,-0.31139743,0,,,,
4,0.04095325,0,8,0.1402999,0.6903286,-0.31188375,0,0.13310198,0.05887941,-0.32435477,0,0.13483989,0.22368281,-0.32077643,0,0.15829651,0.50187141,-0.31695214,0,0.14044482,0.8532443,-0.30872372,0,0.20434017,0.22075589,-0.24281782,0,0.21029876,0.68726104,-0.23903768,0,0.25314671,0.5029645,-0.31144422,0,,,,
5,0.05099279,0,8,0.14031889,0.69031745,-0.31192413,0,0.13308002,0.05886191,-0.32437739,0,0.13482265,0.22366078,-0.32079837,0,0.15831126,0.50185853,-0.31696174,0,0.14044042,0.85325879,-0.30882135,0,0.20430553,0.22073446,-0.24278279,0,0.21030687,0.68726778,-0.23909883,0,0.25313991,0.50294256,-0.31144959,0,,,,
6,0.0610786,0,8,0.14028527,0.69034886,-0.311986,0,0.13308135,0.05890365,-0.32436538,0,0.13483131,0.22365935,-0.32079527,0,0.15830156,0.50186175,-0.31694713,0,0.14045537,0.85326856,-0.30893877,0,0.20429911,0.22076891,-0.24276273,0,0.21030015,0.68729228,-0.23915546,0,0.25316754,0.502949,-0.3114503,0,,,,
7,0.07097947,0,8,0.1403165,0.69033366,-0.31203553,0,0.13309026,0.05884813,-0.32438013,0,0.13483448,0.22366209,-0.32080317,0,0.15831044,0.5018639,-0.3169488,0,0.1404741,0.85324842,-0.30905977,0,0.20432168,0.22074999,-0.24277985,0,0.2103007,0.68732214,-0.2392019,0,0.25318435,0.50294572,-0.31142652,0,,,,
8,0.08102153,0,8,0.14032333,0.69031477,-0.3120929,0,0.13306606,0.0588637,-0.3243379,0,0.13482159,0.22365005,-0.32077363,0,0.15831377,0.50185257,-0.31694561,0,0.14047951,0.8532396,-0.30917165,0,0.20433509,0.22072858,-0.24280401,0,0.2103079,0.68732858,-0.23926552,0,0.2531504,0.50293434,-0.31144696,0,,,,
9,0.09102559,0,8,0.14030361,0.69032568,-0.31216976,0,0.13308851,0.05886414,-0.32434008,0,0.13484873,0.22362459,-0.32078412,0,0.1583147,0.50185877,-0.31693891,0,0.14046393,0.85325003,-0.30928504,0,0.2043221,0.2207225,-0.24279995,0,0.21029462,0.68735868,-0.23933673,0,0.25315946,0.50295568,-0.31141722,0,,,,
10,0.10111581,0,8,0.14033024,0.69032568,-0.31221214,0,0.13310276,0.0588115,-0.32436213,0,0.13484985,0.22364958,-0.32079995,0,0.15833415,0.50183421,-0.31692746,0,0.14050214,0.85324079,-0.30940261,0,0.20433575,0.22070618,-0.24279182,0,0.21030034,0.68737692,-0.23939086,0,0.25319922,0.50303185,-0.3113825,0,,,,
11,0.11108423,0,8,0.1403258,0.69033414,-0.31227371,0,0.1330993,0.0588351,-0.32435697,0,0.13483946,0.22364019,-0.32076821,0,0.15831651,0.50184613,-0.31693658,0,0.14047183,0.85325879,-0.30953214,0,0.20432015,0.22072794,-0.24279876,0,0.21030688,0.68741345,-0.23945822,0,0.25320429,0.50298727,-0.31140584,0,,,,
12,0.12104795,0,8,0.1403303,0.69034272,-0.3123391,0,0.13310157,0.05884447,-0.32435834,0,0.13484971,0.22364075,-0.32078576,0,0.15831691,0.5018509,-0.3169353,0,0.14046898,0.85328865,-0.30966151,0,0.2043307,0.22075355,-0.24279381,0,0.21029763,0.68745017,-0.23953511,0,0.25313878,0.5030362,-0.31141883,0,,,,
13,0.13116019,0,8,0.14031988,0.69034576,-0.31243625,0,0.13309915,0.05886447,-0.32432625,0,0.13484216,0.22366059,-0.32078376,0,0.1582801,0.50188237,-0.31692675,0,0.14047731,0.85327458,-0.30980471,0,0.2043318,0.22074305,-0.24278839,0,0.2103128,0.68748921,-0.23961139,0,0.25317901,0.50302148,-0.31146553,0,,,,
14,0.14115112,0,8,0.14028713,0.69035941,-0.31250998,0,0.13309795,0.05890068,-0.32434809,0,0.13483468,0.22364847,-0.32080773,0,0.15830751,0.50186485,-0.31694433,0,0.14046453,0.85328704,-0.30994076,0,0.20433526,0.22072536,-0.24281341,0,0.21032107,0.6874972,-0.23968291,0,0.25318477,0.50306213,-0.31145766,0,,,,
15,0.15116245,0,8,0.1402759,0.69033998,-0.3125965,0,0.13306321,0.05888537,-0.32435831,0,0.13481259,0.22365516,-0.32080385,0,0.15831818,0.50185102,-0.31693509,0,0.14041609,0.85328341,-0.31008849,0,0.2043127,0.22074987,-0.242777,0,0.21030475,0.68751621,-0.23978119,0,0.25318962,0.50302768,-0.31146437,0,,,,
16,0.16107237,0,8,0.14025514,0.69035673,-0.31267008,0,0.13306446,0.05886362,-0.32435724,0,0.13482094,0.2236606,-0.32078165,0,0.15828949,0.50185788,-0.31694055,0,0.14033891,0.85325307,-0.31028715,0,0.2043258,0.22070938,-0.2428178,0,0.21024233,0.68755817,-0.23984472,0,0.25319147,0.5030843,-0.31145835,0,,,,
17,0.17109985,0,8,0.14013013,0.69031143,-0.31277311,0,0.13305894,0.05888309,-0.32437348,0,0.13481198,0.22363146,-0.32081661,0,0.15828133,0.50184411,-0.31694964,0,0.14019777,0.85320735,-0.3104668,0,0.20431305,0.22073074,-0.24280852,0,0.21017647,0.68758821,-0.23994131,0,0.25317001,0.50305927,-0.31150126,0,,,,
