0,0.00822227,0,8,0.13455041,0.85266238,-0.32943937,0,0.20622014,0.68827552,-0.2580221,0,0.20410718,0.22069852,-0.25902903,0,0.13167198,0.22360747,-0.33425736,0,0.12993854,0.05873652,-0.33766818,0,0.1356737,0.68966675,-0.33020544,0,0.20159215,0.50612396,-0.28407529,0,0.20204416,0.50306499,-0.37594095,0
1,0.01815918,0,8,0.13455552,0.85265666,-0.32944584,0,0.20620096,0.68828624,-0.25799251,0,0.20411126,0.22071065,-0.25901237,0,0.13167889,0.22359975,-0.33423996,0,0.12993771,0.05874569,-0.3376807,0,0.13570082,0.68966681,-0.33018997,0,0.20159237,0.50613028,-0.28405276,0,0.20209339,0.50307596,-0.37595379,0
2,0.02820772,0,8,0.13458408,0.85269803,-0.32944468,0,0.20622115,0.68831229,-0.25798771,0,0.2040925,0.22076666,-0.25901937,0,0.13169001,0.22364284,-0.33422515,0,0.12992287,0.05882673,-0.33763561,0,0.1356997,0.68968654,-0.33018839,0,0.20158239,0.50613016,-0.28405103,0,0.20208079,0.50305438,-0.37592962,0
3,0.03824067,0,8,0.13457452,0.85266739,-0.329447,0,0.2061844,0.68832546,-0.2579889,0,0.20411377,0.22075331,-0.25899005,0,0.13168618,0.22364129,-0.33424187,0,0.12991291,0.05878979,-0.33764538,0,0.1356843,0.6896944,-0.33019048,0,0.20158644,0.50616616,-0.28404057,0,0.20207778,0.50306463,-0.37593237,0
4,0.04819858,0,8,0.13456385,0.85265589,-0.32946438,0,0.20618866,0.6883288,-0.25799763,0,0.20409577,0.22077149,-0.25899705,0,0.13168843,0.22361898,-0.33424333,0,0.12988952,0.05873923,-0.33766928,0,0.1356871,0.68967289,-0.3301892,0,0.2015558,0.50616097,-0.2840459,0,0.20202112,0.5030607,-0.37595671,0
5,0.05827975,0,8,0.13451774,0.85265809,-0.32946637,0,0.20617115,0.68832874,-0.25798512,0,0.20409161,0.22075076,-0.25902686,0,0.13164289,0.22360927,-0.33425066,0,0.12991349,0.05874534,-0.33766779,0,0.13566492,0.68965882,-0.33019766,0,0.20157103,0.50616139,-0.28404644,0,0.20193598,0.50307143,-0.37594706,0
6,0.06819308,0,8,0.13452882,0.85263795,-0.3294811,0,0.20618491,0.68831038,-0.25800404,0,0.2040773,0.22073776,-0.2590411,0,0.13163666,0.22360544,-0.33426595,0,0.12989937,0.05870129,-0.33768108,0,0.13566907,0.68967432,-0.3302038,0,0.20155598,0.50614429,-0.2840766,0,0.20191364,0.50304723,-0.37596667,0
7,0.07819832,0,8,0.13450728,0.85263824,-0.32946488,0,0.2061789,0.6882984,-0.25801754,0,0.20410551,0.2207225,-0.25902942,0,0.13164826,0.22359525,-0.33427742,0,0.12992601,0.05866945,-0.33770907,0,0.1356557,0.68965912,-0.33020529,0,0.20156711,0.50613266,-0.2840791,0,0.20191705,0.50306845,-0.37594962,0
8,0.08821445,0,8,0.1345284,0.85262656,-0.32946447,0,0.2061975,0.68828326,-0.25800765,0,0.20409107,0.22071628,-0.25904095,0,0.13163801,0.22359218,-0.33424971,0,0.12990567,0.05870574,-0.33767876,0,0.13567787,0.68963981,-0.33019713,0,0.20157188,0.50612885,-0.28406003,0,0.20199227,0.50304252,-0.37596035,0
9,0.09820008,0,8,0.13451263,0.85266286,-0.32947174,0,0.2062111,0.68830031,-0.25799939,0,0.20410757,0.22072262,-0.25903317,0,0.13170463,0.22360714,-0.33423683,0,0.12989931,0.05876508,-0.33766547,0,0.13570358,0.68967199,-0.33020052,0,0.20157923,0.50614399,-0.28405255,0,0.20205456,0.50304985,-0.37596297,0
