0,0.00446604,0,8,0.13623358,0.85310346,-0.32738885,0,0.20725946,0.68797773,-0.25694105,0,0.13654602,0.69008517,-0.32888353,0,0.1549979,0.50416774,-0.33493122,0,0.20420544,0.22071461,-0.25884441,0,0.13168286,0.22365718,-0.33389714,0,0.12990339,0.05885293,-0.33734718,0,0.24898359,0.50314248,-0.32663631,0
1,0.01441138,0,8,0.13619098,0.85309178,-0.32738233,0,0.20723957,0.68800306,-0.25692406,0,0.13652341,0.69006532,-0.32889727,0,0.15498079,0.50417382,-0.33493689,0,0.20416683,0.22074725,-0.2588425,0,0.13163893,0.22365274,-0.33392656,0,0.12987442,0.05882848,-0.3373501,0,0.24896598,0.50320828,-0.32658076,0
2,0.02437388,0,8,0.13615726,0.85306841,-0.32737717,0,0.20722441,0.68802357,-0.25691187,0,0.13650911,0.69004393,-0.32889801,0,0.15490746,0.50415879,-0.33493295,0,0.20418209,0.22077163,-0.25880286,0,0.1316203,0.22364116,-0.33390984,0,0.12984227,0.05880358,-0.33733305,0,0.24895659,0.50327522,-0.32651517,0
3,0.03429352,0,8,0.13613768,0.85305381,-0.32735929,0,0.20722727,0.68804675,-0.25689051,0,0.13643833,0.6900416,-0.32889584,0,0.15493593,0.50413126,-0.3349154,0,0.20418869,0.22080635,-0.25880262,0,0.1315801,0.22361998,-0.3338933,0,0.12982495,0.05878992,-0.33729243,0,0.24894553,0.5033139,-0.32644069,0
4,0.04441486,0,8,0.13611512,0.85307026,-0.32734534,0,0.20725666,0.68806201,-0.25688535,0,0.13643177,0.69002956,-0.32886684,0,0.15489481,0.50416124,-0.33490348,0,0.20421851,0.22083575,-0.25878692,0,0.13158274,0.22363286,-0.33388901,0,0.12979774,0.05880199,-0.33725882,0,0.24897605,0.50326049,-0.32647836,0
5,0.05442714,0,8,0.13614795,0.85306048,-0.32735965,0,0.20727998,0.68803567,-0.25688311,0,0.13642868,0.69002604,-0.32886568,0,0.15490812,0.50415856,-0.33490071,0,0.20421576,0.2207856,-0.25879422,0,0.13156407,0.2236418,-0.33387545,0,0.12982422,0.05881067,-0.33724818,0,0.24896263,0.50313365,-0.32652554,0
6,0.06437611,0,8,0.13616748,0.85307282,-0.32735118,0,0.20728528,0.68800956,-0.25691161,0,0.1364971,0.69005007,-0.32887617,0,0.1549644,0.50415283,-0.33491918,0,0.20424722,0.22074567,-0.25881132,0,0.13162044,0.2236464,-0.33388507,0,0.12985821,0.05881311,-0.33728111,0,0.24898769,0.5031147,-0.32658035,0
7,0.07438873,0,8,0.13619287,0.85307789,-0.32738605,0,0.20729679,0.68798536,-0.25694117,0,0.13650608,0.69004816,-0.32890013,0,0.15497749,0.50415272,-0.33492291,0,0.20425685,0.22071607,-0.2588287,0,0.13164155,0.22365429,-0.33390287,0,0.12988715,0.05880492,-0.33732414,0,0.24902475,0.50309139,-0.32661548,0
8,0.08435642,0,8,0.13621229,0.85309148,-0.32738248,0,0.20727395,0.6879642,-0.25694147,0,0.13654687,0.69006914,-0.32888111,0,0.15498896,0.50415045,-0.33494735,0,0.20422743,0.22070406,-0.25885829,0,0.13168012,0.22362119,-0.33392885,0,0.12988329,0.05884212,-0.33735597,0,0.24899885,0.50313723,-0.32661027,0
9,0.09440943,0,8,0.13622852,0.85310346,-0.32738531,0,0.2072553,0.68796986,-0.2569451,0,0.13653426,0.69005901,-0.32890821,0,0.15498342,0.50416666,-0.33495462,0,0.20419039,0.22070761,-0.25884441,0,0.13167901,0.22365475,-0.33392164,0,0.12989597,0.05882649,-0.33735871,0,0.24894854,0.5031361,-0.32663551,0
